,Unnamed: 0.1,Unnamed: 0,reviews,new_reviews,Positive,Negative,Neutral,Compound,Sentiment
662,662,662,"
Awesome product 100% American Tourister brand this bag is too good for students who are going to school or college and also it contains 1 year worldwide warranty .
",awesome product 100 american tourister brand bag good student go school college also contain 1 year worldwide warranty,0.318,0.0,0.682,0.7906,0
663,663,663,"
Really  sorry to say that this is a low quality product of American Tourister . This bag is not suitable for  anything .May be this bag is a fake product in the name of American Tourister.
",really sorry say low quality product american tourister bag suitable anything may bag fake product name american tourister,0.0,0.32,0.68,-0.7233,1
664,664,664,"
Good
",good,1.0,0.0,0.0,0.4404,0
665,665,665,"
The bag is good looking but the fabric is very thin. Not sure if it will last long.
",bag good look fabric thin sure last long,0.464,0.0,0.536,0.6369,0
666,666,666,"
Its very attractive, light weight as well as the color is so good
",attractive light weight well color good,0.725,0.0,0.275,0.7845,0
667,667,667,"
Loved the quality, using it on the daily basis from past many months, not a single torn yet
",love quality use daily basis past many month single tear yet,0.296,0.0,0.704,0.6369,0
668,668,668,"
Good working condition ok
",good working condition ok,0.718,0.0,0.282,0.6249,0
669,669,669,"
Seems to be duplicate product of American Tourist
",seem duplicate product american tourist,0.0,0.0,1.0,0.0,0
670,670,670,"
Good
",good,1.0,0.0,0.0,0.4404,0
671,671,671,"
No water resistance. Even cover is not included with this product. Durability is okay if we don't consider water resistance. O don't find it to be an AT level product.
",water resistance even cover include product durability okay do not consider water resistance do not find level product,0.101,0.0,0.899,0.2263,0
672,672,672,"
Well product for school , College , and travelingGood quality , light weight..Water resistant...Guys I recommendGo for it ...
",well product school college travelinggood quality light weightwater resistantguy recommendgo,0.189,0.0,0.811,0.2732,0
673,673,673,"
It doesn't seem to be the original one used it for 2 months and the print on the front has started to come off. Not worth the prize
",do not seem original one use 2 month print front start come worth prize,0.303,0.114,0.583,0.5003,0
674,674,674,"
I love❤😘😍 the colour 🎨of the bag🎒I love❤😘 that it has so good👍 mini pockets that I m fond of. I don't get a single thing to hate😡👿 about it 😂😅
",love colour bagi love good mini pocket fond do not get single thing hate,0.528,0.138,0.335,0.8885,0
675,675,675,"
The overall look is good but it is not recommended if you are in seach of something tough and strong. You have to stuff your things in with sufficient neatness for the bag to be in shape as the cloth is comparatively quiet thin.
",overall look good recommend seach something tough strong stuff thing sufficient neatness bag shape cloth comparatively quiet thin,0.431,0.059,0.51,0.8591,0
676,676,676,"
😠Friends this one is bakvass.Don't buy this beg.It's looking good but after some time its become very bed. It's fiber is totally demage.😠😠🙅🏽Just don't buy. 😠😠
",friend one bakvassdont buy begit look good time become bed fiber totally demagejust do not buy,0.303,0.0,0.697,0.7269,0
677,677,677,"
Big and light weight
",big light weight,0.0,0.0,1.0,0.0,0
678,678,678,"
It will be long last one.
",long last one,0.0,0.0,1.0,0.0,0
679,679,679,"
Product is of low quality.color is also different from the pic.its outer orange paint is shedding off like peal.I don't advise anyone to purchase this one
",product low qualitycolor also different picit outer orange paint shed like peali do not advise anyone purchase one,0.121,0.102,0.777,0.1027,0
680,680,680,"
It's quite good. But after using 4days,, the bottom was torn apart due to some burden of books. Light books can be carried now after repairing it.
",quite good use 4days bottom tear apart due burden book light book carry repair,0.176,0.16,0.663,0.0754,0
681,681,681,"
Bag ain't waterproof. I poured a glass of water on it and , it got wet inside just like any other bags!
",bag be not waterproof pour glass water get wet inside like bag,0.185,0.0,0.815,0.3612,0
682,682,682,"
5 Stars
",5 star,0.0,0.0,1.0,0.0,0
683,683,683,"
Good product
",good product,0.744,0.0,0.256,0.4404,0
684,684,684,"
Really good product
",really good product,0.615,0.0,0.385,0.4927,0
685,685,685,"
It's features are good
",feature good,0.744,0.0,0.256,0.4404,0
686,686,686,"
This bag doesn't have Laptop Compartment. Other than that, it is very good product.
",bag do not laptop compartment good product,0.0,0.286,0.714,-0.3412,1
687,687,687,"
It's a quite good product.The fabric is excellent good product American tourister👍👍👍👍carry on.....
",quite good productthe fabric excellent good product american touristercarry,0.627,0.0,0.373,0.8775,0
688,688,688,"
This bag is not good.It is not looking from any wear that it's brand is American turister. That is very different from the photo that they are showing.Poor quality and not water proofPlease don't buy
",bag goodit look wear brand american turister different photo showingpoor quality water proofplease do not buy,0.0,0.0,1.0,0.0,0
689,689,689,"
Its good for traveling fat straps are soft to caarry the baag and the chain quality and stitching are so good or design print also good quality but not eligible to carry your laptop
",good travel fat strap soft caarry baag chain quality stitch good design print also good quality eligible carry laptop,0.352,0.0,0.648,0.8271,0
690,690,690,"
I bought an American tourister bag two months back. The bag quality was nice. I feel light weight when I was keep my lunch box in the bag.
",buy american tourister bag two month back bag quality nice feel light weight keep lunch box bag,0.149,0.0,0.851,0.4215,0
691,691,691,"
It was a used bag that I got. I could have got better bag from roadside comparatively and that too at 1/3rd price.
",use bag get could got well bag roadside comparatively 13rd price,0.174,0.0,0.826,0.2732,0
692,692,692,"
I am also the one of you who look for reviews and bought this and trust me it will be the best choice
",also one look review buy trust good choice,0.508,0.0,0.492,0.7351,0
693,693,693,"
Nice and smooth bag good A++++++++
",nice smooth bag good,0.74,0.0,0.26,0.6908,0
694,694,694,"
In Offer period this bag quality is very poor. It's feel just like a plastic bag. You will very carefull about this it's weight is very low. Don't buy american tourister bag in offer period.
",offer period bag quality poor feel like plastic bag carefull weight low do not buy american tourister bag offer period,0.101,0.211,0.688,-0.4019,1
695,695,695,"
Its water resistance is nice but some amount of water enters but it will not matter much. Good for travelling but it will not able to take too much load as the stiches can open and it is very light wieght . It is a nice backpack.
",water resistance nice amount water enter matter much good travel able take much load stiche open light wieght nice backpack,0.375,0.0,0.625,0.8225,0
696,696,696,"
Used it for week now and no issue so far
",use week issue far,0.0,0.0,1.0,0.0,0
697,697,697,"
Useless productsDon't dare to purchase this itemsYou will just waste your time
",useless productsdont dare purchase itemsyou waste time,0.0,0.528,0.472,-0.6808,1
698,698,698,"
Very nice bag .
",nice bag,0.737,0.0,0.263,0.4215,0
699,699,699,"
Good choice
",good choice,0.744,0.0,0.256,0.4404,0
700,700,700,"
The chains are of very cheap quality specially the green one of the small pouch on the very first time when I opened the chain and trying to close it stuck and is now not working
",chain cheap quality specially green one small pouch first time open chain try close stuck work,0.0,0.118,0.882,-0.25,1
701,701,701,"
Good value for money.
",good value money,0.841,0.0,0.159,0.6486,0
702,702,702,"
My bag got torn. It has very bad quality. Please don't buy it. I believe, buying cloths and bags are foolish thing to do. It's fraud. It's not original American tourister bag. It got torn within 15 days. Waste of money.
",bag get tear bad quality please do not buy believe buying cloth bag foolish thing fraud original american tourister bag get tear within 15 day waste money,0.122,0.323,0.556,-0.8225,1
703,703,703,"
Width is not 22 cm it's 17 cm. Straps and the handle are not that thick or cushny. Bag is very light weight. In my view it's an average product. Not too good..
",width 22 cm 17 cm strap handle thick cushny bag light weight view average product good,0.162,0.0,0.838,0.4404,0
704,704,704,"
Product quality is good but very high price. it should be under 600 rupees only
",product quality good high price 600 rupee,0.326,0.0,0.674,0.4404,0
705,705,705,"
This is  first copy product. don't buy. not worth of money. NO water resistance. no wear resistance, not even suitable for school usage.
",first copy product do not buy worth money water resistance wear resistance even suitable school usage,0.0,0.1,0.9,-0.1695,1
706,706,706,"
Good one go head
",good one go head,0.492,0.0,0.508,0.4404,0
707,707,707,"
Company should improve the quality. It feels so cheap . In the segment the less priced bags were also better than this bag
",company improve quality feel cheap segment less price bag also well bag,0.333,0.0,0.667,0.6124,0
708,708,708,"
Good
",good,1.0,0.0,0.0,0.4404,0
709,709,709,"
The quality is really bad. Looks and feels cheap. There are other bags in the same price range which are much better than this.
",quality really bad look feel cheap bag price range much well,0.141,0.255,0.604,-0.4005,1
710,710,710,"
It is very bad experience of this Amazon shop and never expected like that,will not trust in future with this side.
",bad experience amazon shop never expect like thatwill trust future side,0.284,0.319,0.398,-0.1556,1
711,711,711,"
Good
",good,1.0,0.0,0.0,0.4404,0
712,712,712,"
Designed very immature, having trouble in neck.Not giving feel of the real AT
",design immature trouble necknot give feel real,0.0,0.31,0.69,-0.4019,1
713,713,713,"
It's very light, comfortable and water proof
",light comfortable water proof,0.524,0.0,0.476,0.5106,0
