,Unnamed: 0,reviews,new_reviews
1120,1120,"
Very good product it is very easy to use and the package is all good so I recommend you to buy this but one think I don't like is it has less space but still you can buy it
",good product easy use package good recommend buy one think do not like less space still buy
1121,1121,"
Good materials used to make it
",good material use make
1122,1122,"
Good
",good
1123,1123,"
Very good product. My brother loved it.
",good product brother love
1124,1124,"
Overall good product, using last 1 month without any issues
",overall good product use last 1 month without issue
1125,1125,"
This bag is decent for 1k. Zips are a bit low quality. The 3rd pocket doesn't have much space. The bottle holder has started to tear after a few weeks. Looks alright and is  comfortable enough for daily use though.
",bag decent 1k zip bit low quality 3rd pocket do not much space bottle holder start tear week look alright comfortable enough daily use though
1126,1126,"
Value for money
",value money
1127,1127,"




                    The media could not be loaded.
                



Not bad in this price, good quality
",medium could load bad price good quality
1128,1128,"
A really good backpack with ergonomic design
",really good backpack ergonomic design
1129,1129,"
It's spacious in the given price range and the quality is also good. Looks descent and standard, unlike the other brands in this budget.
",spacious give price range quality also good look descent standard unlike brand budget
1130,1130,"
The Fizz Large Size 32 Ltrs Standard Backpack is a spacious and reliable choice for everyday use. With its ample 32-liter capacity, it easily accommodates all my essentials. The standard design ensures versatility, making it suitable for various activities, from work to travel. Sturdy, functional, and roomy – a backpack that effortlessly combines style with practicality.
",fizz large size 32 ltrs standard backpack spacious reliable choice everyday use ample 32liter capacity easily accommodate essential standard design ensure versatility make suitable various activity work travel sturdy functional roomy backpack effortlessly combine style practicality
1131,1131,"
Good
",good
1132,1132,"
It is really a nice bag.  It is light weight also.  And it has good look also . I really love it
",really nice bag light weight also good look also really love
1133,1133,"
I like it.
",like
1134,1134,"
Nice bag in this price range. check size once with your body type.
",nice bag price range check size body type
1135,1135,"
Good quality in given price
",good quality give price
1136,1136,"
Nice. Value for money
",nice value money
1137,1137,"
VERY NICE PRODUCT
",nice product
1138,1138,"
Good product but price so Highly
",good product price highly
1139,1139,"
Why there is no rain coat cover as mentioned in the product image
",rain coat cover mention product image
1140,1140,"
Very nice product.
",nice product
1141,1141,"
Good .majbut bag h
",good majbut bag h
1142,1142,"
Quality needs to improve, Color and text is good.
",quality need improve color text good
1143,1143,"
Good looks
",good look
1144,1144,"
The product was top-notch... It was lightweight, water resistant, had plenty of pockets.... and the product material was definitely good. But the only issue was I got the blue and white bag, and with only 2-3 days of use the white material was starting to come off or getting dirty, ad worst is the dirty part couldn't be cleaned with soap, alcohol, sanitizer, or anything else... However, it definitely looks cool 👍🏼
",product topnotch lightweight water resistant plenty pocket product material definitely good issue get blue white bag 23 day use white material start come get dirty ad bad dirty part could not clean soap alcohol sanitizer anything else however definitely look cool
1145,1145,"
Loved the bag.Partitions are good..Spacious bag..
",love bagpartition goodspacious bag
1146,1146,"
Product is well packed and delivered. The best part about the bag is that it's quality and stitching is done well. It is durable and looks fashionable. Easy to carry and fits the surrounding very well.
",product well pack deliver good part bag quality stitching do well durable look fashionable easy carry fit surround well
1147,1147,"
Very good quality 😌❤️
",good quality
