,reviews
1074,"
Thanks amazon. Loved it higly spacious and good quality
"
1075,
1076,"
🤟
"
1077,"
Gooud
"
1078,"
Good
"
1079,"
Bag quality is good but even if it says it is a laptop bag but it doesn't have a separate compartment for laptop which doesn't provide comfort needed
"
1080,"
Quality Good
"
1081,"
Good
"
1082,"
Jabardast he
"
1083,"
Light weight
"
1084,"
Not given raincover but it's written that it has rain cover. I thought that it has raincover but it doesn't has it.
"
1085,"
Recommended to buy
"
1086,"
Very confort
"
1087,"
Better and comfortable till 2 months.
"
1088,"
Good product, but need to increase quality little bit..
"
1089,"
No laptop slot. Material feels like cheap
"
1090,"
Quality of American tourister should be improved
"
1091,
1092,"
I am using it since two month it is great I got it at rs 799
"
1093,"
Bht bht badhiya quality hai.
"
1094,"
Good
"
1095,"
Good bag
"
1096,"
The bag is very big and it make short our way 😄
"
1097,"
Less weight
"
1098,"
Good fabric and good quality but the only thing is high cost, other than everything good and one last thing, missing is laptop pocket.
"
1099,"
In that price range Amazon selling this bagThank you American tourister ✨Go for it 😉 guys it's very comfortable and colour are looking good
"
1100,"




                    The media could not be loaded.
                



nice productgood qualitylong time usenice zipper
"
1101,"
The product is high quality for its price and can easily last for 2-3 years which is such a good thing considering it just 999 ruppes
"
1102,"
Good
"
1103,"
No space for laptop and no rain cover
"
1104,"
I highly recommend this bag it is very good and comfortable and affordable school bag .your child will love it.
"
1105,"
It's a great product but it's not a waterproof.i haven't noticed that before my order later I get to know this.
"
1106,"
Good bag
"
1107,"
Key holder not available
"
1108,"
Just Loved it , Buy it without Thinking
"
1109,"
I have ordered this bag around 3 years ago and I m using it daily for my school and coaching class and till now it is in same condition like day 1
"
1110,"
Worth of buying
"
1111,"
The bag is really awesome. It has many storage compartments.
"
1112,"
Good
"
1113,"
American beg good quality
"
1114,"
Suitable for travel
"
1115,"
Basic hai yaar.I'd have shared the pictures but again just imagine why I can't upload pictures. Coz it's that bad now.
"
1116,"
Good
"
1117,"
Well designed and good quality backpack. I got it as a school bag for a child in the family.
"
1118,"
It's good
"
1119,"
Used it for 3 years
"
1120,"
Very good product it is very easy to use and the package is all good so I recommend you to buy this but one think I don't like is it has less space but still you can buy it
"
1121,"
Good materials used to make it
"
1122,"
Good
"
1123,"
Very good product. My brother loved it.
"
1124,"
Overall good product, using last 1 month without any issues
"
1125,"
This bag is decent for 1k. Zips are a bit low quality. The 3rd pocket doesn't have much space. The bottle holder has started to tear after a few weeks. Looks alright and is  comfortable enough for daily use though.
"
1126,"
Value for money
"
1127,"




                    The media could not be loaded.
                



Not bad in this price, good quality
"
1128,"
A really good backpack with ergonomic design
"
1129,"
It's spacious in the given price range and the quality is also good. Looks descent and standard, unlike the other brands in this budget.
"
1130,"
The Fizz Large Size 32 Ltrs Standard Backpack is a spacious and reliable choice for everyday use. With its ample 32-liter capacity, it easily accommodates all my essentials. The standard design ensures versatility, making it suitable for various activities, from work to travel. Sturdy, functional, and roomy – a backpack that effortlessly combines style with practicality.
"
1131,"
Good
"
1132,"
It is really a nice bag.  It is light weight also.  And it has good look also . I really love it
"
1133,"
I like it.
"
1134,"
Nice bag in this price range. check size once with your body type.
"
1135,"
Good quality in given price
"
1136,"
Nice. Value for money
"
1137,"
VERY NICE PRODUCT
"
1138,"
Good product but price so Highly
"
1139,"
Why there is no rain coat cover as mentioned in the product image
"
1140,"
Very nice product.
"
1141,"
Good .majbut bag h
"
1142,"
Quality needs to improve, Color and text is good.
"
1143,"
Good looks
"
1144,"
The product was top-notch... It was lightweight, water resistant, had plenty of pockets.... and the product material was definitely good. But the only issue was I got the blue and white bag, and with only 2-3 days of use the white material was starting to come off or getting dirty, ad worst is the dirty part couldn't be cleaned with soap, alcohol, sanitizer, or anything else... However, it definitely looks cool 👍🏼
"
1145,"
Loved the bag.Partitions are good..Spacious bag..
"
1146,"
Product is well packed and delivered. The best part about the bag is that it's quality and stitching is done well. It is durable and looks fashionable. Easy to carry and fits the surrounding very well.
"
1147,"
Very good quality 😌❤️
"
1148,"
This very spacious bag
"
1149,"
I use this bag for school no problem
"
1150,"
It's a good bag and well worth the money. Note that it does not have a separate laptop compartment.
"
1151,"
Loved it
"
1152,"
It's 2nd copy look like if u use daily it's will be 12 or 15 months you can use its after it will be demage
"
1153,"
This item was purchased expecting a good American Tourister quality. The bag is light weight and spacious but is very flimsy and does not provide any back support. This bag should not be purchased as a laptop bag. Not sure if it will last long with extended usage.
"
1154,"
Nice
"
1155,"
Very nice product, quality also very good.
"
1156,"
White colour bag is good, but the print on the outside vanishes after regular use. So in my opinion one should opt for black one
"
1157,"
After the use of 15 days bottel pocket got cut own of its own
"
1158,"
Found is very useful and quality also good. But the side mesh pockets are of real bad quality. Both of them got torned within 2 months of usage. The mesh material could be better. Other than that the bad serves me we'll.
"
